tahun,provinsi,kabupaten_kota,kecamatan,kelurahan,jenis_kelamin,jumlah
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perempuan,6122
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perempuan,4140
2020,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perempuan,5804
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,Perempuan,1181
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KENARI,Perempuan,1470
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,Perempuan,4127
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,Perempuan,5182
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,Perempuan,2761
2020,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,Perempuan,3100
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Perempuan,3860
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Perempuan,6321
2020,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Perempuan,3657
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,Perempuan,4350
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Perempuan,3998
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,Perempuan,1337
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,Perempuan,528
2020,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Perempuan,2055
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,GELORA,Perempuan,526
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Perempuan,3556
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Perempuan,3646
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Perempuan,6459
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Perempuan,6315
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Perempuan,3654
2020,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Perempuan,2119
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Perempuan,6654
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Perempuan,4165
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,GALUR,Perempuan,3378
2020,DKI Jakarta,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Perempuan,7082
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Perempuan,17434
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Perempuan,2517
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Perempuan,6492
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Perempuan,12327
2020,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,Perempuan,7152
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Perempuan,6751
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Perempuan,11554
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Perempuan,7890
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Perempuan,5694
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perempuan,9736
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perempuan,12194
2020,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perempuan,8908
2020,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Perempuan,5421
2020,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Perempuan,14088
2020,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Perempuan,12148
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Perempuan,7022
2020,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,Perempuan,8231
2020,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Perempuan,8911
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Perempuan,9244
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Perempuan,11149
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Perempuan,6596
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,KALI BARU,Perempuan,14936
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Perempuan,7371
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Perempuan,9234
2020,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,Perempuan,13794
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Perempuan,6216
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Perempuan,13897
2020,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,Perempuan,4487
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Perempuan,4719
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Perempuan,7873
2020,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Perempuan,5666
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Perempuan,12224
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Perempuan,15365
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Perempuan,12213
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Perempuan,6270
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Perempuan,27325
2020,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Perempuan,15757
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Perempuan,2664
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Perempuan,2599
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Perempuan,4754
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Perempuan,4760
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Perempuan,3942
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Perempuan,6321
2020,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Perempuan,6822
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Perempuan,2140
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KRUKUT,Perempuan,3314
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MAPHAR,Perempuan,2489
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,TANGKI,Perempuan,2012
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Perempuan,1070
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Perempuan,3009
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,Perempuan,933
2020,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Perempuan,1709
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,Perempuan,1778
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,Perempuan,4532
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,Perempuan,3412
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Perempuan,4366
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,KERENDANG,Perempuan,3726
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Perempuan,5526
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Perempuan,5098
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Perempuan,3634
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Perempuan,3671
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,Perempuan,407
2020,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,Perempuan,2371
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Perempuan,10088
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Perempuan,7457
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Perempuan,7398
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Perempuan,4338
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Perempuan,10214
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Perempuan,7906
2020,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Perempuan,5776
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Perempuan,13492
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Perempuan,14422
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Perempuan,16905
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,Perempuan,11256
2020,DKI Jakarta,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Perempuan,14256
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,PALMERAH,Perempuan,11423
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,SLIPI,Perempuan,2866
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Perempuan,4909
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,JATI PULO,Perempuan,5353
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Perempuan,5461
2020,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Perempuan,4091
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Perempuan,10447
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Perempuan,7712
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Perempuan,6179
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Perempuan,8745
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Perempuan,7823
2020,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Perempuan,4617
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Perempuan,2823
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Perempuan,3370
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Perempuan,6499
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Perempuan,6433
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Perempuan,5934
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Perempuan,4060
2020,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Perempuan,5235
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Perempuan,445
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Perempuan,394
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Perempuan,2724
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,Perempuan,1511
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Perempuan,4836
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Perempuan,4818
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Perempuan,550
2020,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Perempuan,966
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Perempuan,3451
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Perempuan,3693
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Perempuan,7444
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Perempuan,6131
2020,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Perempuan,2280
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Perempuan,4232
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Perempuan,6815
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Perempuan,4673
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Perempuan,6941
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Perempuan,10975
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Perempuan,6619
2020,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Perempuan,8690
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Perempuan,7829
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Perempuan,9885
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Perempuan,7433
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Perempuan,7575
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Perempuan,7816
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Perempuan,7134
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Perempuan,8675
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Perempuan,6438
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Perempuan,8479
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Perempuan,3835
2020,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Perempuan,4637
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Perempuan,348
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Perempuan,1440
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Perempuan,2348
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Perempuan,367
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Perempuan,786
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Perempuan,468
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Perempuan,834
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Perempuan,1954
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Perempuan,6762
2020,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Perempuan,6193
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,Perempuan,3698
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Perempuan,7949
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,Perempuan,3631
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Perempuan,4850
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Perempuan,3766
2020,DKI Jakarta,JAKARTA SELATAN,PANCORAN,CIKOKO,Perempuan,1848
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Perempuan,11756
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Perempuan,10869
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Perempuan,7489
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Perempuan,10282
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Perempuan,7596
2020,DKI Jakarta,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Perempuan,7626
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Perempuan,5237
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Perempuan,9675
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Perempuan,10378
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Perempuan,7044
2020,DKI Jakarta,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Perempuan,8003
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Perempuan,5609
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Perempuan,4948
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Perempuan,4525
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,Perempuan,3340
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Perempuan,2545
2020,DKI Jakarta,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Perempuan,5778
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Perempuan,6114
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Perempuan,7280
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Perempuan,6825
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Perempuan,4607
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Perempuan,6533
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Perempuan,6768
2020,DKI Jakarta,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,5397
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,5028
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,6246
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,1454
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,3906
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,5247
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,10080
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,6739
2020,DKI Jakarta,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,9079
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,Perempuan,6161
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,Perempuan,8802
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,DUKUH,Perempuan,4818
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,Perempuan,9362
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Perempuan,5733
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Perempuan,7251
2020,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Perempuan,5784
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,6719
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,4735
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,7846
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,8128
2020,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,8523
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,16682
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,4852
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,19600
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,11887
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,19012
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,5867
2020,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,12220
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,11189
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,11231
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,13558
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,13246
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,4683
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,5529
2020,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,6663
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,6464
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,PINANG RANTI,Perempuan,5460
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,8574
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,5521
2020,DKI Jakarta,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,7661
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,12331
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,12445
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,8767
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,7238
2020,DKI Jakarta,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,7173
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,4711
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,5454
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,5057
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,4660
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,4130
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,5016
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,12421
2020,DKI Jakarta,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,3551
