,Kabupaten_Kota,Kecamatan,Kelurahan,Kelamin,Pekerjaan,Jumlah
18971,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Tukang Batu,0
18972,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Tukang Jahit,1
18973,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Mekanik,0
18974,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Seniman,0
18975,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Pendeta,1
18976,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Pastor,0
18977,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Wartawan,1
18978,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Ustadz/Mubaligh,0
18979,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Juru Masak,1
18980,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Anggota DPR-RI,0
18981,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Anggota Mahkamah Konstitusi,0
18982,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Dosen,2
18983,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Guru,26
18984,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Pengacara,1
18985,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Arsitek,1
18986,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Dokter,6
18987,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Bidan,2
18988,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Perawat,3
18989,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Pelaut,0
18990,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Peneliti,1
18991,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Sopir,1
18992,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Pedagang,26
18993,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Biarawan/Biarawati,11
18994,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Wiraswasta,131
18995,JAKARTA TIMUR,MATRAMAN,PALMERIAM,PEREMPUAN,Lainnya,6
18996,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Belum/Tidak Bekerja,14
18997,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Mengurus Rumah Tangga,1123
18998,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Pelajar/Mahasiswa,25
18999,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Pensiunan,49
19000,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Pegawai Negeri Sipil,30
19001,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Tentara Nasional Indonesia,2
19002,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Kepolisian RI,1
19003,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Perdagangan,1
19004,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Petani/Pekebun,0
19005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Konstruksi,0
19006,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Karyawan Swasta,331
19007,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Karyawan BUMN,8
19008,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Karyawan BUMD,0
19009,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Karyawan Honorer,2
19010,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Buruh Harian Lepas,6
19011,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Tukang Jahit,0
19012,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Seniman,1
19013,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Pendeta,0
19014,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Wartawan,0
19015,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Ustadz/Mubaligh,0
19016,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Duta Besar,0
19017,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Anggota DPRD Provinsi,0
19018,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Dosen,3
19019,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Guru,23
19020,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Pengacara,1
19021,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Notaris,1
19022,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Arsitek,0
19023,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Akuntan,1
19024,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Konsultan,0
19025,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Dokter,7
19026,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Perawat,7
19027,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Psikiater/Psikolog,2
19028,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Pelaut,0
19029,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Sopir,0
19030,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Pedagang,10
19031,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Wiraswasta,90
19032,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,PEREMPUAN,Lainnya,3
19033,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Belum/Tidak Bekerja,37
19034,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Mengurus Rumah Tangga,1740
19035,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pelajar/Mahasiswa,61
19036,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pensiunan,100
19037,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pegawai Negeri Sipil,77
19038,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Tentara Nasional Indonesia,0
19039,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Kepolisian RI,0
19040,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Perdagangan,0
19041,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Petani/Pekebun,1
19042,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Industri,0
19043,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Konstruksi,0
19044,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Transportasi,0
19045,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Karyawan Swasta,555
19046,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Karyawan BUMN,7
19047,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Karyawan BUMD,0
19048,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Karyawan Honorer,2
19049,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Buruh Harian Lepas,15
19050,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Buruh Tani/Perkebunan,0
19051,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pembantu Rumah Tangga,4
19052,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Tukang Jahit,0
19053,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Mekanik,0
19054,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Seniman,1
19055,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pendeta,1
19056,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Wartawan,4
19057,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Ustadz/Mubaligh,0
19058,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Dosen,5
19059,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Guru,47
19060,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pilot,0
19061,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pengacara,1
19062,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Notaris,0
19063,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Arsitek,0
19064,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Akuntan,1
19065,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Konsultan,0
19066,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Dokter,5
19067,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Bidan,4
19068,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Perawat,7
19069,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Apoteker,0
19070,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pelaut,0
19071,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Peneliti,1
19072,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Sopir,0
19073,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Pedagang,50
19074,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Wiraswasta,154
19075,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,PEREMPUAN,Lainnya,14
19076,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Belum/Tidak Bekerja,7
19077,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Mengurus Rumah Tangga,1679
19078,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pelajar/Mahasiswa,122
19079,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pensiunan,49
19080,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pegawai Negeri Sipil,32
19081,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Tentara Nasional Indonesia,0
19082,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Kepolisian RI,0
19083,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Perdagangan,0
19084,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Petani/Pekebun,1
19085,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Nelayan/Perikanan,0
19086,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Industri,0
19087,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Konstruksi,3
19088,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Transportasi,0
19089,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Karyawan Swasta,706
19090,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Karyawan BUMN,10
19091,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Karyawan BUMD,0
19092,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Karyawan Honorer,1
19093,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Buruh Harian Lepas,2
19094,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Buruh Tani/Perkebunan,0
19095,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pembantu Rumah Tangga,4
19096,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Tukang Jahit,0
19097,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Mekanik,0
19098,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Seniman,0
19099,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pendeta,4
19100,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Wartawan,0
19101,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Anggota Mahkamah Konstitusi,0
19102,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Dosen,8
19103,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Guru,56
19104,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pilot,0
19105,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pengacara,2
19106,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Notaris,3
19107,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Arsitek,1
19108,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Akuntan,0
19109,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Konsultan,0
19110,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Dokter,13
19111,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Bidan,5
19112,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Perawat,5
19113,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Apoteker,3
19114,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Psikiater/Psikolog,0
19115,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Penyiar Radio,0
19116,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pelaut,0
19117,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Peneliti,0
19118,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Sopir,0
19119,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Pedagang,55
19120,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Wiraswasta,323
19121,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,PEREMPUAN,Lainnya,12
19122,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Belum/Tidak Bekerja,21
19123,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Mengurus Rumah Tangga,2282
19124,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Pelajar/Mahasiswa,64
19125,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Pensiunan,113
19126,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Pegawai Negeri Sipil,92
19127,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Tentara Nasional Indonesia,1
19128,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Kepolisian RI,2
19129,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Perdagangan,0
19130,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Petani/Pekebun,0
19131,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Industri,0
19132,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Transportasi,0
19133,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Karyawan Swasta,651
19134,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Karyawan BUMN,9
19135,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Karyawan BUMD,2
19136,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Karyawan Honorer,2
19137,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Buruh Harian Lepas,21
19138,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Buruh Tani/Perkebunan,0
19139,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Pembantu Rumah Tangga,2
19140,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Tukang Cukur,0
19141,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Tukang Jahit,0
19142,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Penata Rias,1
19143,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Mekanik,0
19144,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Seniman,0
19145,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Tabib,0
19146,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Pendeta,1
19147,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Wartawan,1
19148,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Anggota DPR-RI,0
19149,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Dosen,12
19150,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Guru,51
19151,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Pengacara,1
19152,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Notaris,0
19153,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Arsitek,0
19154,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Konsultan,0
19155,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Dokter,10
19156,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Bidan,3
19157,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Perawat,6
19158,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Penyiar Radio,1
19159,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Pelaut,0
19160,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Sopir,0
19161,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Pedagang,48
19162,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Wiraswasta,186
19163,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,PEREMPUAN,Lainnya,6
19164,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Belum/Tidak Bekerja,32
19165,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Mengurus Rumah Tangga,2298
19166,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pelajar/Mahasiswa,74
19167,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pensiunan,117
19168,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pegawai Negeri Sipil,98
19169,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Tentara Nasional Indonesia,1
19170,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Kepolisian RI,10
19171,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Perdagangan,0
19172,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Petani/Pekebun,0
19173,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Nelayan/Perikanan,0
19174,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Industri,0
19175,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Konstruksi,0
19176,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Transportasi,0
19177,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Karyawan Swasta,671
19178,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Karyawan BUMN,8
19179,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Karyawan BUMD,0
19180,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Karyawan Honorer,1
19181,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Buruh Harian Lepas,3
19182,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Buruh Tani/Perkebunan,0
19183,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pembantu Rumah Tangga,1
19184,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Tukang Jahit,0
19185,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Mekanik,0
19186,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Seniman,2
19187,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pendeta,1
19188,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pastor,0
19189,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Wartawan,1
19190,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Ustadz/Mubaligh,0
19191,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Anggota DPR-RI,0
19192,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Anggota Mahkamah Konstitusi,0
19193,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Dosen,13
19194,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Guru,52
19195,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pilot,0
19196,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pengacara,3
19197,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Notaris,0
19198,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Arsitek,0
19199,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Konsultan,0
19200,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Dokter,9
19201,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Bidan,6
19202,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Perawat,11
19203,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Apoteker,1
19204,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pelaut,1
19205,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Peneliti,0
19206,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Sopir,0
19207,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Pedagang,8
19208,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Biarawan/Biarawati,1
19209,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Wiraswasta,260
19210,JAKARTA TIMUR,PULO GADUNG,CIPINANG,PEREMPUAN,Lainnya,7
19211,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Belum/Tidak Bekerja,29
19212,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Mengurus Rumah Tangga,1321
19213,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Pelajar/Mahasiswa,48
19214,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Pensiunan,22
19215,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Pegawai Negeri Sipil,27
19216,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Tentara Nasional Indonesia,0
19217,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Kepolisian RI,1
19218,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Perdagangan,0
19219,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Petani/Pekebun,0
19220,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Industri,0
19221,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Konstruksi,0
19222,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Transportasi,0
19223,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Karyawan Swasta,319
19224,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Karyawan BUMN,1
19225,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Karyawan BUMD,0
19226,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Karyawan Honorer,3
19227,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Buruh Harian Lepas,18
19228,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Tukang Jahit,0
19229,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Mekanik,0
19230,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Seniman,1
19231,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,PEREMPUAN,Pendeta,1
